Life expectancy at birth (period, 1x1) 	Last modified: 11 Dec 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
GBRCENW    1925        60.82    56.87    58.85
GBRCENW    1926        62.03    58.00    60.03
GBRCENW    1927        61.36    57.25    59.32
GBRCENW    1928        62.52    58.32    60.44
GBRCENW    1929        59.96    55.91    57.94
GBRCENW    1930        63.46    59.10    61.29
GBRCENW    1931        62.41    58.25    60.34
GBRCENW    1932        63.01    59.01    61.02
GBRCENW    1933        62.91    58.99    60.97
GBRCENW    1934        63.72    59.72    61.74
GBRCENW    1935        64.54    60.45    62.51
GBRCENW    1936        64.42    60.11    62.28
GBRCENW    1937        64.46    60.17    62.33
GBRCENW    1938        65.96    61.43    63.72
GBRCENW    1939        66.24    61.78    64.04
GBRCENW    1940        63.94    58.61    61.33
GBRCENW    1941        64.74    58.73    61.94
GBRCENW    1942        67.31    61.36    64.61
GBRCENW    1943        67.23    61.48    64.66
GBRCENW    1944        68.09    61.96    65.35
GBRCENW    1945        68.76    63.19    66.20
GBRCENW    1946        69.15    64.16    66.74
GBRCENW    1947        69.28    64.40    66.88
GBRCENW    1948        71.10    66.38    68.80
GBRCENW    1949        70.72    66.11    68.46
GBRCENW    1950        71.33    66.52    68.98
GBRCENW    1951        71.05    65.95    68.54
GBRCENW    1952        72.47    67.08    69.83
GBRCENW    1953        72.62    67.32    70.04
GBRCENW    1954        73.13    67.66    70.46
GBRCENW    1955        73.08    67.58    70.39
GBRCENW    1956        73.36    67.77    70.63
GBRCENW    1957        73.59    67.83    70.77
GBRCENW    1958        73.77    67.99    70.94
GBRCENW    1959        73.89    68.15    71.09
GBRCENW    1960        74.15    68.25    71.27
GBRCENW    1961        73.88    68.02    71.01
GBRCENW    1962        74.01    68.01    71.06
GBRCENW    1963        73.96    67.93    70.99
GBRCENW    1964        74.79    68.61    71.76
GBRCENW    1965        74.82    68.56    71.74
GBRCENW    1966        74.75    68.48    71.66
GBRCENW    1967        75.26    69.10    72.25
GBRCENW    1968        74.92    68.74    71.88
GBRCENW    1969        74.99    68.65    71.86
GBRCENW    1970        75.19    68.89    72.09
GBRCENW    1971        75.51    69.23    72.42
GBRCENW    1972        75.26    69.05    72.19
GBRCENW    1973        75.50    69.27    72.42
GBRCENW    1974        75.68    69.47    72.62
GBRCENW    1975        75.89    69.73    72.86
GBRCENW    1976        75.87    69.75    72.85
GBRCENW    1977        76.34    70.23    73.33
GBRCENW    1978        76.28    70.15    73.26
GBRCENW    1979        76.40    70.29    73.38
GBRCENW    1980        76.76    70.74    73.80
GBRCENW    1981        77.07    71.08    74.13
GBRCENW    1982        77.17    71.26    74.26
GBRCENW    1983        77.40    71.48    74.49
GBRCENW    1984        77.75    71.90    74.89
GBRCENW    1985        77.54    71.81    74.72
GBRCENW    1986        77.84    72.03    74.99
GBRCENW    1987        78.13    72.42    75.33
GBRCENW    1988        78.23    72.57    75.46
GBRCENW    1989        78.30    72.81    75.62
GBRCENW    1990        78.69    73.04    75.93
GBRCENW    1991        78.78    73.28    76.09
GBRCENW    1992        79.14    73.73    76.50
GBRCENW    1993        78.98    73.68    76.38
GBRCENW    1994        79.49    74.21    76.92
GBRCENW    1995        79.37    74.14    76.81
GBRCENW    1996        79.58    74.46    77.08
GBRCENW    1997        79.75    74.79    77.33
GBRCENW    1998        79.88    74.94    77.47
GBRCENW    1999        79.94    75.12    77.59
GBRCENW    2000        80.37    75.62    78.06
GBRCENW    2001        80.59    75.94    78.33
GBRCENW    2002        80.69    76.12    78.46
GBRCENW    2003        80.65    76.30    78.54
GBRCENW    2004        81.24    76.88    79.12
GBRCENW    2005        81.37    77.15    79.32
GBRCENW    2006        81.66    77.36    79.57
GBRCENW    2007        81.81    77.63    79.77
GBRCENW    2008        81.87    77.79    79.88
GBRCENW    2009        82.39    78.24    80.37
GBRCENW    2010        82.52    78.59    80.60
GBRCENW    2011        82.91    79.00    81.01
GBRCENW    2012        82.85    79.17    81.06
GBRCENW    2013        82.94    79.19    81.10
GBRCENW    2014        83.15    79.41    81.32
GBRCENW    2015        82.88    79.23    81.09
GBRCENW    2016        83.03    79.37    81.23
GBRCENW    2017        83.14    79.45    81.32
GBRCENW    2018        83.10    79.40    81.27
GBRCENW    2019        83.43    79.70    81.59
GBRCENW    2020        82.54    78.51    80.52
GBRCENW    2021        82.75    78.68    80.72
GBRCENW    2022        83.07    79.22    81.16
GBRTENW    1841        42.65    40.61    41.62
GBRTENW    1842        42.21    40.42    41.30
GBRTENW    1843        42.82    40.84    41.81
GBRTENW    1844        42.50    40.53    41.49
GBRTENW    1845        43.53    41.49    42.49
GBRTENW    1846        40.95    38.91    39.91
GBRTENW    1847        39.29    37.33    38.29
GBRTENW    1848        40.50    38.46    39.46
GBRTENW    1849        38.17    36.54    37.34
GBRTENW    1850        43.66    41.86    42.75
GBRTENW    1851        42.36    40.40    41.36
GBRTENW    1852        41.97    39.81    40.87
GBRTENW    1853        41.65    39.42    40.51
GBRTENW    1854        40.33    38.30    39.30
GBRTENW    1855        42.15    39.88    40.99
GBRTENW    1856        44.32    42.12    43.21
GBRTENW    1857        42.80    40.90    41.84
GBRTENW    1858        40.92    39.08    39.99
GBRTENW    1859        41.79    39.80    40.77
GBRTENW    1860        44.10    41.82    42.94
GBRTENW    1861        43.49    41.17    42.31
GBRTENW    1862        43.67    41.31    42.47
GBRTENW    1863        41.59    39.17    40.36
GBRTENW    1864        41.23    38.68    39.93
GBRTENW    1865        42.00    39.28    40.62
GBRTENW    1866        41.70    39.10    40.38
GBRTENW    1867        44.04    41.17    42.58
GBRTENW    1868        43.35    40.62    41.97
GBRTENW    1869        43.09    40.19    41.62
GBRTENW    1870        42.43    39.43    40.91
GBRTENW    1871        42.84    39.75    41.28
GBRTENW    1872        44.53    41.25    42.87
GBRTENW    1873        45.41    42.12    43.74
GBRTENW    1874        43.66    40.54    42.07
GBRTENW    1875        43.42    40.24    41.81
GBRTENW    1876        45.40    41.94    43.65
GBRTENW    1877        46.50    42.89    44.67
GBRTENW    1878        44.61    41.39    42.98
GBRTENW    1879        45.89    42.58    44.22
GBRTENW    1880        45.36    42.13    43.73
GBRTENW    1881        47.65    44.54    46.08
GBRTENW    1882        46.35    43.34    44.83
GBRTENW    1883        46.65    43.49    45.05
GBRTENW    1884        46.31    43.20    44.74
GBRTENW    1885        47.25    44.22    45.72
GBRTENW    1886        46.87    43.74    45.29
GBRTENW    1887        47.15    44.11    45.62
GBRTENW    1888        48.49    45.09    46.78
GBRTENW    1889        47.95    44.69    46.31
GBRTENW    1890        46.53    42.95    44.72
GBRTENW    1891        46.01    42.52    44.24
GBRTENW    1892        47.08    43.87    45.46
GBRTENW    1893        46.45    43.24    44.83
GBRTENW    1894        49.94    46.67    48.30
GBRTENW    1895        47.33    44.07    45.69
GBRTENW    1896        49.05    45.71    47.37
GBRTENW    1897        49.08    45.34    47.19
GBRTENW    1898        48.76    45.19    46.96
GBRTENW    1899        47.98    44.29    46.12
GBRTENW    1900        48.25    44.39    46.30
GBRTENW    1901        49.82    45.98    47.89
GBRTENW    1902        51.02    47.12    49.05
GBRTENW    1903        52.32    48.48    50.39
GBRTENW    1904        50.95    47.25    49.09
GBRTENW    1905        52.68    48.99    50.83
GBRTENW    1906        52.46    48.68    50.56
GBRTENW    1907        53.27    49.56    51.41
GBRTENW    1908        53.77    49.87    51.81
GBRTENW    1909        54.29    50.67    52.48
GBRTENW    1910        55.86    52.05    53.95
GBRTENW    1911        53.48    49.56    51.51
GBRTENW    1912        56.41    52.61    54.51
GBRTENW    1913        55.86    51.75    53.79
GBRTENW    1914        55.67    48.49    52.00
GBRTENW    1915        54.32    42.91    48.30
GBRTENW    1916        57.07    40.47    48.00
GBRTENW    1917        57.24    37.23    46.00
GBRTENW    1918        50.25    33.39    40.90
GBRTENW    1919        56.61    51.51    54.08
GBRTENW    1920        58.72    54.30    56.52
GBRTENW    1921        60.21    56.26    58.24
GBRTENW    1922        59.50    55.65    57.59
GBRTENW    1923        61.67    57.68    59.69
GBRTENW    1924        60.68    56.69    58.70
GBRTENW    1925        60.82    56.87    58.85
GBRTENW    1926        62.03    58.00    60.03
GBRTENW    1927        61.36    57.25    59.32
GBRTENW    1928        62.52    58.32    60.44
GBRTENW    1929        59.96    55.91    57.94
GBRTENW    1930        63.46    59.10    61.29
GBRTENW    1931        62.41    58.25    60.34
GBRTENW    1932        63.01    59.01    61.02
GBRTENW    1933        62.91    58.99    60.97
GBRTENW    1934        63.72    59.72    61.74
GBRTENW    1935        64.54    60.45    62.51
GBRTENW    1936        64.42    60.11    62.28
GBRTENW    1937        64.46    60.17    62.33
GBRTENW    1938        65.96    61.43    63.72
GBRTENW    1939        66.24    61.83    64.06
GBRTENW    1940        63.94    57.34    60.59
GBRTENW    1941        64.77    58.62    61.66
GBRTENW    1942        67.38    59.24    63.21
GBRTENW    1943        67.32    58.06    62.53
GBRTENW    1944        68.19    57.71    62.74
GBRTENW    1945        68.73    55.75    61.86
GBRTENW    1946        69.18    64.60    66.93
GBRTENW    1947        69.28    64.58    66.97
GBRTENW    1948        71.10    66.46    68.83
GBRTENW    1949        70.72    66.14    68.47
GBRTENW    1950        71.31    66.52    68.96
GBRTENW    1951        71.03    65.91    68.51
GBRTENW    1952        72.47    67.08    69.83
GBRTENW    1953        72.62    67.32    70.04
GBRTENW    1954        73.13    67.66    70.46
GBRTENW    1955        73.08    67.58    70.39
GBRTENW    1956        73.36    67.77    70.63
GBRTENW    1957        73.59    67.83    70.77
GBRTENW    1958        73.77    67.99    70.94
GBRTENW    1959        73.89    68.15    71.09
GBRTENW    1960        74.15    68.25    71.27
GBRTENW    1961        73.88    68.02    71.01
GBRTENW    1962        74.01    68.01    71.06
GBRTENW    1963        73.96    67.93    70.99
GBRTENW    1964        74.79    68.61    71.76
GBRTENW    1965        74.82    68.56    71.74
GBRTENW    1966        74.75    68.48    71.66
GBRTENW    1967        75.26    69.10    72.25
GBRTENW    1968        74.92    68.74    71.88
GBRTENW    1969        74.99    68.65    71.86
GBRTENW    1970        75.19    68.89    72.09
GBRTENW    1971        75.51    69.23    72.42
GBRTENW    1972        75.26    69.05    72.19
GBRTENW    1973        75.50    69.27    72.42
GBRTENW    1974        75.68    69.47    72.62
GBRTENW    1975        75.89    69.73    72.86
GBRTENW    1976        75.87    69.75    72.85
GBRTENW    1977        76.34    70.23    73.33
GBRTENW    1978        76.28    70.15    73.26
GBRTENW    1979        76.40    70.29    73.38
GBRTENW    1980        76.76    70.74    73.80
GBRTENW    1981        77.07    71.08    74.13
GBRTENW    1982        77.17    71.26    74.26
GBRTENW    1983        77.40    71.48    74.49
GBRTENW    1984        77.75    71.90    74.89
GBRTENW    1985        77.54    71.81    74.72
GBRTENW    1986        77.84    72.03    74.99
GBRTENW    1987        78.13    72.42    75.33
GBRTENW    1988        78.23    72.57    75.46
GBRTENW    1989        78.30    72.81    75.62
GBRTENW    1990        78.69    73.04    75.93
GBRTENW    1991        78.78    73.28    76.09
GBRTENW    1992        79.14    73.73    76.50
GBRTENW    1993        78.98    73.68    76.38
GBRTENW    1994        79.49    74.21    76.92
GBRTENW    1995        79.37    74.14    76.81
GBRTENW    1996        79.58    74.46    77.08
GBRTENW    1997        79.75    74.79    77.33
GBRTENW    1998        79.88    74.94    77.47
GBRTENW    1999        79.94    75.12    77.59
GBRTENW    2000        80.37    75.62    78.06
GBRTENW    2001        80.59    75.94    78.33
GBRTENW    2002        80.69    76.12    78.46
GBRTENW    2003        80.65    76.30    78.54
GBRTENW    2004        81.24    76.88    79.12
GBRTENW    2005        81.37    77.15    79.32
GBRTENW    2006        81.66    77.36    79.57
GBRTENW    2007        81.81    77.63    79.77
GBRTENW    2008        81.87    77.79    79.88
GBRTENW    2009        82.39    78.24    80.37
GBRTENW    2010        82.52    78.59    80.60
GBRTENW    2011        82.91    79.00    81.01
GBRTENW    2012        82.85    79.17    81.06
GBRTENW    2013        82.94    79.19    81.10
GBRTENW    2014        83.15    79.41    81.32
GBRTENW    2015        82.88    79.23    81.09
GBRTENW    2016        83.03    79.37    81.23
GBRTENW    2017        83.14    79.45    81.32
GBRTENW    2018        83.10    79.40    81.27
GBRTENW    2019        83.43    79.70    81.59
GBRTENW    2020        82.54    78.51    80.52
GBRTENW    2021        82.75    78.68    80.72
GBRTENW    2022        83.07    79.22    81.16
GRC        1981        78.04    73.39    75.73
GRC        1982        78.26    73.44    75.85
GRC        1983        78.05    73.28    75.67
GRC        1984        78.57    73.68    76.13
GRC        1985        78.42    73.40    75.90
GRC        1986        78.81    73.98    76.39
GRC        1987        78.58    73.82    76.20
GRC        1988        79.30    74.27    76.78
GRC        1989        79.53    74.47    77.00
GRC        1990        79.63    74.66    77.14
GRC        1991        79.86    74.66    77.25
GRC        1992        79.77    74.62    77.18
GRC        1993        80.07    74.86    77.45
GRC        1994        80.31    75.03    77.66
GRC        1995        80.40    74.90    77.63
GRC        1996        80.56    75.00    77.76
GRC        1997        80.88    75.37    78.10
GRC        1998        80.75    75.44    78.08
GRC        1999        80.94    75.46    78.18
GRC        2000        81.18    75.52    78.32
GRC        2001        81.60    75.96    78.75
GRC        2002        81.68    76.23    78.93
GRC        2003        81.83    76.39    79.09
GRC        2004        82.05    76.48    79.24
GRC        2005        82.33    76.64    79.46
GRC        2006        82.58    76.97    79.75
GRC        2007        82.46    76.78    79.59
GRC        2008        82.95    77.36    80.14
GRC        2009        83.21    77.44    80.30
GRC        2010        83.25    77.89    80.57
GRC        2011        83.46    77.92    80.68
GRC        2012        83.30    77.86    80.57
GRC        2013        83.79    78.48    81.14
GRC        2014        83.91    78.54    81.23
GRC        2015        83.63    78.32    80.98
GRC        2016        83.79    78.64    81.22
GRC        2017        83.75    78.61    81.19
GRC        2018        84.18    79.02    81.61
GRC        2019        83.99    78.97    81.49
HKG        1986        79.74    74.10    76.96
HKG        1987        79.87    74.14    77.01
HKG        1988        79.84    74.23    77.03
HKG        1989        80.08    74.10    77.05
HKG        1990        80.22    74.47    77.31
HKG        1991        80.77    75.23    77.99
HKG        1992        80.73    74.91    77.75
HKG        1993        81.09    75.44    78.23
HKG        1994        82.02    76.00    78.98
HKG        1995        82.19    76.17    79.14
HKG        1996        82.43    76.53    79.43
HKG        1997        82.95    77.08    79.98
HKG        1998        83.11    77.21    80.11
HKG        1999        83.33    77.59    80.42
HKG        2000        83.60    77.79    80.66
HKG        2001        84.34    78.21    81.23
HKG        2002        84.37    78.39    81.35
HKG        2003        84.05    78.12    81.02
HKG        2004        84.39    78.57    81.43
HKG        2005        84.29    78.61    81.40
HKG        2006        85.08    79.34    82.18
HKG        2007        85.21    79.17    82.14
HKG        2008        84.80    79.19    81.95
HKG        2009        85.31    79.71    82.48
HKG        2010        85.54    79.86    82.66
HKG        2011        86.02    80.21    83.08
HKG        2012        85.97    80.32    83.11
HKG        2013        86.49    80.86    83.66
HKG        2014        86.47    81.05    83.75
HKG        2015        86.66    81.27    83.95
HKG        2016        86.96    81.28    84.10
HKG        2017        87.29    81.70    84.50
HKG        2018        87.67    82.01    84.83
HKG        2019        87.74    82.06    84.91
HKG        2020        87.69    82.17    84.94
HKG        2021        87.93    82.48    85.22
HKG        2022        86.66    80.70    83.63
HKG        2023        87.98    82.48    85.25
HRV        2001        78.10    70.94    74.56
HRV        2002        78.32    71.05    74.72
HRV        2003        78.22    71.01    74.65
HRV        2004        78.88    71.85    75.42
HRV        2005        78.85    71.73    75.32
HRV        2006        79.24    72.39    75.86
HRV        2007        79.15    72.20    75.70
HRV        2008        79.52    72.28    75.91
HRV        2009        79.53    72.79    76.19
HRV        2010        79.78    73.39    76.63
HRV        2011        80.21    73.77    77.03
HRV        2012        80.48    73.85    77.20
HRV        2013        80.80    74.39    77.64
HRV        2014        80.88    74.63    77.81
HRV        2015        80.44    74.32    77.42
HRV        2016        81.17    74.91    78.09
HRV        2017        80.87    74.87    77.91
HRV        2018        81.33    74.86    78.11
HRV        2019        81.45    75.36    78.43
HRV        2020        80.85    74.65    77.75
HUN        1950        64.31    59.93    62.14
HUN        1951        64.75    60.16    62.47
HUN        1952        66.16    61.65    63.92
HUN        1953        65.87    61.78    63.84
HUN        1954        67.29    63.50    65.42
HUN        1955        68.79    64.94    66.89
HUN        1956        68.42    63.55    66.00
HUN        1957        68.53    64.09    66.34
HUN        1958        69.47    65.33    67.43
HUN        1959        69.52    65.06    67.32
HUN        1960        70.17    65.92    68.08
HUN        1961        71.18    66.76    69.01
HUN        1962        70.13    65.68    67.94
HUN        1963        71.20    66.60    68.94
HUN        1964        71.85    67.00    69.46
HUN        1965        71.53    66.70    69.15
HUN        1966        72.22    67.49    69.89
HUN        1967        72.02    66.85    69.46
HUN        1968        71.97    66.67    69.34
HUN        1969        72.04    66.67    69.38
HUN        1970        72.10    66.33    69.22
HUN        1971        72.06    66.10    69.08
HUN        1972        72.60    66.81    69.72
HUN        1973        72.55    66.63    69.60
HUN        1974        72.23    66.30    69.27
HUN        1975        72.50    66.34    69.42
HUN        1976        72.61    66.69    69.66
HUN        1977        73.11    66.77    69.94
HUN        1978        72.83    66.15    69.47
HUN        1979        73.17    66.22    69.67
HUN        1980        72.76    65.52    69.09
HUN        1981        72.93    65.48    69.15
HUN        1982        73.20    65.62    69.35
HUN        1983        72.97    65.05    68.93
HUN        1984        73.13    64.98    68.96
HUN        1985        73.01    64.95    68.90
HUN        1986        73.16    65.20    69.11
HUN        1987        73.70    65.56    69.56
HUN        1988        73.98    66.00    69.94
HUN        1989        73.72    65.24    69.39
HUN        1990        73.78    65.15    69.37
HUN        1991        73.97    65.11    69.44
HUN        1992        73.94    64.66    69.17
HUN        1993        73.98    64.65    69.18
HUN        1994        74.46    65.00    69.60
HUN        1995        74.72    65.42    69.97
HUN        1996        75.00    66.30    70.60
HUN        1997        75.45    66.64    71.00
HUN        1998        75.53    66.43    70.92
HUN        1999        75.50    66.67    71.04
HUN        2000        76.03    67.49    71.76
HUN        2001        76.56    68.19    72.40
HUN        2002        76.68    68.28    72.51
HUN        2003        76.66    68.32    72.52
HUN        2004        77.10    68.66    72.91
HUN        2005        77.07    68.61    72.86
HUN        2006        77.55    69.07    73.34
HUN        2007        77.52    69.25    73.43
HUN        2008        77.97    69.82    73.96
HUN        2009        78.11    70.11    74.18
HUN        2010        78.31    70.56    74.52
HUN        2011        78.48    71.14    74.91
HUN        2012        78.62    71.55    75.18
HUN        2013        79.00    72.12    75.68
HUN        2014        79.23    72.25    75.85
HUN        2015        78.87    72.23    75.65
HUN        2016        79.57    72.56    76.16
HUN        2017        79.27    72.55    76.00
HUN        2018        79.53    72.72    76.20
HUN        2019        79.68    73.05    76.45
HUN        2020        79.02    72.32    75.72
IRL        1950        66.73    64.50    65.57
IRL        1951        66.11    63.51    64.75
IRL        1952        68.69    65.77    67.16
IRL        1953        69.22    66.69    67.91
IRL        1954        69.70    66.46    68.00
IRL        1955        69.65    66.48    68.00
IRL        1956        70.72    67.34    68.96
IRL        1957        70.64    67.49    69.00
IRL        1958        71.13    67.57    69.27
IRL        1959        71.42    67.60    69.42
IRL        1960        71.99    68.48    70.17
IRL        1961        71.60    67.85    69.64
IRL        1962        72.11    67.97    69.95
IRL        1963        72.26    68.29    70.19
IRL        1964        72.59    68.49    70.45
IRL        1965        72.94    68.55    70.64
IRL        1966        72.44    68.10    70.15
IRL        1967        73.52    69.08    71.20
IRL        1968        73.27    68.72    70.88
IRL        1969        73.08    68.72    70.80
IRL        1970        73.33    68.58    70.83
IRL        1971        74.18    69.29    71.62
IRL        1972        73.57    68.59    70.96
IRL        1973        73.88    68.72    71.17
IRL        1974        73.84    68.64    71.11
IRL        1975        74.46    69.17    71.69
IRL        1976        74.47    69.36    71.80
IRL        1977        74.63    69.49    71.94
IRL        1978        74.77    69.35    71.93
IRL        1979        75.29    69.39    72.18
IRL        1980        75.39    69.93    72.54
IRL        1981        75.88    70.16    72.89
IRL        1982        76.09    70.47    73.16
IRL        1983        76.22    70.40    73.18
IRL        1984        76.55    70.91    73.62
IRL        1985        76.63    70.76    73.56
IRL        1986        76.62    70.85    73.61
IRL        1987        77.36    71.65    74.41
IRL        1988        77.32    71.70    74.43
IRL        1989        77.30    71.74    74.45
IRL        1990        77.72    72.11    74.84
IRL        1991        77.90    72.29    75.03
IRL        1992        78.29    72.68    75.43
IRL        1993        78.16    72.56    75.29
IRL        1994        78.66    73.05    75.80
IRL        1995        78.32    72.76    75.48
IRL        1996        78.71    73.06    75.83
IRL        1997        78.68    73.36    75.98
IRL        1998        79.09    73.40    76.19
IRL        1999        78.85    73.43    76.10
IRL        2000        79.19    73.95    76.54
IRL        2001        79.77    74.49    77.11
IRL        2002        80.28    74.96    77.61
IRL        2003        80.58    75.64    78.12
IRL        2004        81.00    76.01    78.52
IRL        2005        81.19    76.60    78.92
IRL        2006        81.54    76.76    79.16
IRL        2007        81.64    76.89    79.28
IRL        2008        81.85    77.19    79.53
IRL        2009        82.26    77.33    79.80
IRL        2010        82.63    78.00    80.34
IRL        2011        82.71    78.26    80.50
IRL        2012        82.75    78.36    80.57
IRL        2013        82.89    78.63    80.78
IRL        2014        83.15    78.81    80.99
IRL        2015        83.07    79.05    81.07
IRL        2016        83.23    79.18    81.22
IRL        2017        83.52    79.69    81.61
IRL        2018        83.63    79.65    81.64
IRL        2019        84.01    79.80    81.91
IRL        2020        83.79    80.00    81.90
IRL        2021        83.68    79.74    81.70
IRL        2022        83.81    80.17    81.99
ISL        1838        34.38    30.70    32.54
ISL        1839        29.56    26.58    28.07
ISL        1840        32.78    31.36    32.08
ISL        1841        42.06    38.72    40.35
ISL        1842        45.20    35.70    40.23
ISL        1843        28.35    22.93    25.50
ISL        1844        45.05    40.85    42.97
ISL        1845        43.84    39.23    41.47
ISL        1846        19.19    18.22    18.68
ISL        1847        36.46    30.47    33.41
ISL        1848        44.82    38.76    41.78
ISL        1849        40.33    34.67    37.34
ISL        1850        38.39    35.30    36.74
ISL        1851        32.87    27.62    30.14
ISL        1852        43.78    40.50    42.15
ISL        1853        52.31    45.10    48.69
ISL        1854        47.25    39.43    43.16
ISL        1855        41.25    35.43    38.24
ISL        1856        46.65    38.47    42.41
ISL        1857        43.04    36.22    39.52
ISL        1858        36.70    33.06    34.88
ISL        1859        31.87    27.87    29.82
ISL        1860        21.54    18.29    19.84
ISL        1861        29.36    25.09    27.18
ISL        1862        28.54    25.66    27.10
ISL        1863        39.22    31.83    35.22
ISL        1864        38.87    31.35    34.97
ISL        1865        37.30    31.41    34.24
ISL        1866        28.95    25.70    27.28
ISL        1867        42.89    32.96    37.67
ISL        1868        38.80    31.04    34.79
ISL        1869        30.21    26.16    28.17
ISL        1870        42.66    34.54    38.44
ISL        1871        38.23    32.25    35.13
ISL        1872        26.02    24.47    25.31
ISL        1873        38.60    34.77    36.69
ISL        1874        41.89    37.30    39.63
ISL        1875        40.38    33.25    36.61
ISL        1876        43.17    37.40    40.34
ISL        1877        48.39    40.98    44.69
ISL        1878        44.55    38.23    41.37
ISL        1879        44.70    34.99    39.49
ISL        1880        44.79    39.95    42.41
ISL        1881        37.40    34.36    35.96
ISL        1882        19.01    16.94    17.94
ISL        1883        31.99    27.62    29.78
ISL        1884        45.37    38.91    42.11
ISL        1885        48.91    42.45    45.64
ISL        1886        47.31    42.87    45.05
ISL        1887        44.60    37.04    40.69
ISL        1888        51.00    42.73    46.76
ISL        1889        54.36    50.45    52.51
ISL        1890        39.06    34.46    36.76
ISL        1891        45.99    48.59    47.33
ISL        1892        55.59    49.91    52.79
ISL        1893        57.13    48.23    52.57
ISL        1894        49.24    40.74    44.80
ISL        1895        54.37    50.18    52.37
ISL        1896        55.89    50.33    53.17
ISL        1897        50.90    46.17    48.58
ISL        1898        47.91    40.94    44.35
ISL        1899        53.45    46.16    49.75
ISL        1900        49.56    43.68    46.59
ISL        1901        56.35    49.48    52.93
ISL        1902        52.40    49.50    50.93
ISL        1903        49.78    47.39    48.70
ISL        1904        54.97    50.27    52.67
ISL        1905        52.89    46.17    49.45
ISL        1906        59.11    48.39    53.51
ISL        1907        52.37    47.13    49.76
ISL        1908        48.83    42.69    45.71
ISL        1909        53.04    51.68    52.46
ISL        1910        54.59    50.57    52.64
ISL        1911        58.08    52.73    55.39
ISL        1912        59.38    52.66    55.99
ISL        1913        61.23    56.55    58.94
ISL        1914        55.51    48.38    51.91
ISL        1915        56.40    50.61    53.52
ISL        1916        58.50    50.51    54.41
ISL        1917        61.52    56.42    59.00
ISL        1918        52.72    49.40    51.07
ISL        1919        60.38    56.34    58.46
ISL        1920        56.43    52.67    54.63
ISL        1921        58.01    50.47    54.13
ISL        1922        60.87    53.09    56.89
ISL        1923        60.73    54.68    57.68
ISL        1924        57.74    50.57    54.08
ISL        1925        59.64    56.62    58.22
ISL        1926        62.89    58.48    60.72
ISL        1927        60.15    56.00    58.09
ISL        1928        62.20    61.08    61.71
ISL        1929        61.15    59.83    60.54
ISL        1930        62.47    57.81    60.18
ISL        1931        62.03    59.49    60.84
ISL        1932        64.12    59.98    62.08
ISL        1933        65.71    60.10    62.91
ISL        1934        64.67    61.89    63.35
ISL        1935        61.60    57.34    59.49
ISL        1936        66.36    59.12    62.69
ISL        1937        65.30    61.59    63.47
ISL        1938        68.23    61.97    65.02
ISL        1939        68.01    63.91    65.98
ISL        1940        68.74    62.85    65.77
ISL        1941        67.06    59.53    63.12
ISL        1942        65.97    62.26    64.12
ISL        1943        66.65    63.76    65.22
ISL        1944        68.95    64.45    66.72
ISL        1945        69.25    65.83    67.55
ISL        1946        71.70    65.39    68.49
ISL        1947        71.32    67.34    69.32
ISL        1948        70.65    69.70    70.20
ISL        1949        73.21    69.61    71.39
ISL        1950        73.52    68.58    71.03
ISL        1951        72.81    69.19    71.02
ISL        1952        74.86    70.07    72.44
ISL        1953        74.34    70.25    72.29
ISL        1954        75.60    71.10    73.34
ISL        1955        75.91    70.74    73.29
ISL        1956        74.29    71.49    72.92
ISL        1957        75.11    71.72    73.40
ISL        1958        75.95    70.88    73.35
ISL        1959        75.65    69.81    72.64
ISL        1960        75.76    72.42    74.06
ISL        1961        76.19    70.76    73.39
ISL        1962        76.07    71.35    73.63
ISL        1963        76.02    70.16    72.96
ISL        1964        76.33    70.91    73.53
ISL        1965        76.42    71.39    73.81
ISL        1966        76.31    70.23    73.15
ISL        1967        76.50    71.09    73.70
ISL        1968        76.41    71.55    73.89
ISL        1969        76.37    71.14    73.67
ISL        1970        77.23    70.67    73.79
ISL        1971        76.48    70.78    73.51
ISL        1972        76.88    72.12    74.42
ISL        1973        77.36    71.45    74.29
ISL        1974        77.90    71.06    74.30
ISL        1975        78.66    72.22    75.30
ISL        1976        79.88    73.70    76.68
ISL        1977        79.23    73.14    76.08
ISL        1978        79.27    73.63    76.38
ISL        1979        79.34    73.96    76.58
ISL        1980        80.07    73.39    76.60
ISL        1981        79.54    73.31    76.30
ISL        1982        79.44    74.52    76.93
ISL        1983        80.35    73.14    76.56
ISL        1984        80.19    74.72    77.39
ISL        1985        80.33    74.82    77.51
ISL        1986        80.76    75.40    78.02
ISL        1987        79.66    74.79    77.19
ISL        1988        79.80    74.41    77.04
ISL        1989        80.10    76.11    78.11
ISL        1990        80.53    75.36    77.91
ISL        1991        81.15    74.85    77.89
ISL        1992        80.72    76.71    78.73
ISL        1993        80.81    77.05    78.94
ISL        1994        81.27    77.09    79.19
ISL        1995        80.07    75.94    77.99
ISL        1996        81.16    76.50    78.81
ISL        1997        81.51    76.32    78.86
ISL        1998        81.53    77.68    79.62
ISL        1999        81.37    77.44    79.41
ISL        2000        81.53    77.84    79.70
ISL        2001        82.90    78.26    80.57
ISL        2002        82.34    78.52    80.43
ISL        2003        82.46    79.48    81.00
ISL        2004        82.88    78.89    80.90
ISL        2005        83.27    79.45    81.37
