Life expectancy at birth (period, 1x1) 	Last modified: 11 Dec 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
AUS        1921        63.18    59.10    60.97
AUS        1922        65.11    60.88    62.83
AUS        1923        63.66    59.98    61.68
AUS        1924        64.51    60.77    62.48
AUS        1925        65.38    61.30    63.17
AUS        1926        65.07    60.99    62.88
AUS        1927        64.85    61.10    62.84
AUS        1928        64.72    61.33    62.91
AUS        1929        65.39    61.10    63.08
AUS        1930        66.90    63.15    64.90
AUS        1931        67.33    63.55    65.32
AUS        1932        67.60    63.83    65.60
AUS        1933        67.46    63.65    65.43
AUS        1934        66.69    63.09    64.79
AUS        1935        67.17    63.18    65.05
AUS        1936        67.20    63.38    65.19
AUS        1937        67.96    63.76    65.74
AUS        1938        67.93    63.80    65.76
AUS        1939        68.06    63.64    65.73
AUS        1940        68.64    63.93    66.16
AUS        1941        68.23    64.05    66.04
AUS        1942        67.89    63.89    65.79
AUS        1943        68.25    64.57    66.33
AUS        1944        69.79    66.25    67.96
AUS        1945        70.28    66.62    68.38
AUS        1946        70.15    65.87    67.92
AUS        1947        70.96    66.28    68.52
AUS        1948        71.00    66.14    68.47
AUS        1949        71.78    66.64    69.09
AUS        1950        71.72    66.51    69.00
AUS        1951        71.59    66.08    68.70
AUS        1952        72.04    66.45    69.11
AUS        1953        72.56    67.06    69.69
AUS        1954        72.79    67.18    69.86
AUS        1955        73.25    67.34    70.15
AUS        1956        73.05    67.29    70.04
AUS        1957        73.46    67.45    70.32
AUS        1958        74.02    67.96    70.86
AUS        1959        73.74    67.44    70.45
AUS        1960        74.05    67.95    70.87
AUS        1961        74.52    68.04    71.13
AUS        1962        74.29    67.82    70.91
AUS        1963        74.30    67.90    70.96
AUS        1964        73.97    67.48    70.57
AUS        1965        74.24    67.66    70.80
AUS        1966        74.07    67.57    70.68
AUS        1967        74.56    67.83    71.05
AUS        1968        74.23    67.46    70.68
AUS        1969        74.69    67.76    71.07
AUS        1970        74.18    67.43    70.65
AUS        1971        74.90    68.25    71.45
AUS        1972        75.31    68.48    71.77
AUS        1973        75.71    68.68    72.06
AUS        1974        75.50    68.47    71.85
AUS        1975        76.41    69.37    72.78
AUS        1976        76.41    69.40    72.79
AUS        1977        77.06    70.07    73.47
AUS        1978        77.33    70.33    73.74
AUS        1979        77.99    70.85    74.33
AUS        1980        78.22    71.09    74.57
AUS        1981        78.43    71.30    74.78
AUS        1982        78.29    71.31    74.72
AUS        1983        78.82    72.15    75.44
AUS        1984        78.84    72.27    75.51
AUS        1985        78.67    72.28    75.43
AUS        1986        79.31    72.90    76.07
AUS        1987        79.34    72.92    76.09
AUS        1988        79.60    73.18    76.35
AUS        1989        79.38    73.11    76.20
AUS        1990        80.15    73.98    77.04
AUS        1991        80.49    74.49    77.48
AUS        1992        80.48    74.50    77.47
AUS        1993        80.99    75.04    78.01
AUS        1994        80.82    74.92    77.86
AUS        1995        81.13    75.39    78.26
AUS        1996        81.26    75.45    78.35
AUS        1997        81.38    75.87    78.63
AUS        1998        81.86    76.18    79.03
AUS        1999        82.04    76.50    79.28
AUS        2000        82.27    76.95    79.62
AUS        2001        82.61    77.38    80.01
AUS        2002        82.54    77.54    80.06
AUS        2003        82.91    77.94    80.45
AUS        2004        83.17    78.27    80.74
AUS        2005        83.47    78.67    81.10
AUS        2006        83.58    78.91    81.27
AUS        2007        83.53    78.91    81.24
AUS        2008        83.70    79.14    81.43
AUS        2009        84.00    79.44    81.73
AUS        2010        84.20    79.80    82.02
AUS        2011        84.25    79.91    82.09
AUS        2012        84.30    80.26    82.29
AUS        2013        84.61    80.46    82.54
AUS        2014        84.49    80.52    82.51
AUS        2015        84.62    80.56    82.60
AUS        2016        84.85    80.75    82.80
AUS        2017        84.74    80.68    82.71
AUS        2018        85.29    81.21    83.25
AUS        2019        85.27    81.20    83.24
AUS        2020        85.69    81.63    83.66
AUS        2021        85.45    81.50    83.47
AUT        1947        64.01    58.95    61.54
AUT        1948        65.77    60.53    63.21
AUT        1949        65.77    61.02    63.47
AUT        1950        67.28    62.18    64.81
AUT        1951        67.81    62.48    65.22
AUT        1952        69.23    64.09    66.74
AUT        1953        69.71    64.61    67.25
AUT        1954        69.88    64.49    67.28
AUT        1955        70.36    64.56    67.55
AUT        1956        70.54    64.63    67.68
AUT        1957        70.51    64.21    67.44
AUT        1958        71.37    65.33    68.45
AUT        1959        71.39    65.19    68.39
AUT        1960        71.90    65.39    68.74
AUT        1961        72.77    66.41    69.71
AUT        1962        72.48    66.28    69.50
AUT        1963        72.66    66.40    69.65
AUT        1964        73.19    66.78    70.12
AUT        1965        72.99    66.60    69.93
AUT        1966        73.34    66.84    70.22
AUT        1967        73.37    66.62    70.12
AUT        1968        73.52    66.76    70.27
AUT        1969        73.27    66.56    70.04
AUT        1970        73.42    66.51    70.09
AUT        1971        73.67    66.66    70.29
AUT        1972        74.02    66.95    70.62
AUT        1973        74.57    67.54    71.20
AUT        1974        74.62    67.44    71.18
AUT        1975        74.70    67.66    71.33
AUT        1976        75.06    68.19    71.79
AUT        1977        75.44    68.50    72.14
AUT        1978        75.65    68.44    72.20
AUT        1979        75.97    68.78    72.55
AUT        1980        76.04    68.95    72.67
AUT        1981        76.38    69.26    72.99
AUT        1982        76.58    69.37    73.15
AUT        1983        76.59    69.50    73.22
AUT        1984        77.18    70.00    73.77
AUT        1985        77.30    70.32    73.99
AUT        1986        77.65    70.89    74.46
AUT        1987        78.03    71.39    74.90
AUT        1988        78.52    71.85    75.37
AUT        1989        78.66    71.90    75.46
AUT        1990        78.87    72.23    75.74
AUT        1991        78.98    72.26    75.79
AUT        1992        79.14    72.50    75.99
AUT        1993        79.34    72.76    76.22
AUT        1994        79.64    73.12    76.54
AUT        1995        79.95    73.29    76.78
AUT        1996        80.08    73.66    77.03
AUT        1997        80.54    74.02    77.43
AUT        1998        80.81    74.44    77.78
AUT        1999        80.83    74.78    77.96
AUT        2000        81.09    75.09    78.24
AUT        2001        81.56    75.58    78.72
AUT        2002        81.66    75.77    78.85
AUT        2003        81.54    75.91    78.85
AUT        2004        82.09    76.39    79.36
AUT        2005        82.20    76.61    79.52
AUT        2006        82.63    77.07    79.96
AUT        2007        82.83    77.29    80.16
AUT        2008        82.95    77.58    80.37
AUT        2009        82.85    77.40    80.21
AUT        2010        83.13    77.66    80.47
AUT        2011        83.43    78.07    80.83
AUT        2012        83.29    78.26    80.84
AUT        2013        83.56    78.46    81.08
AUT        2014        83.73    78.91    81.39
AUT        2015        83.58    78.63    81.16
AUT        2016        83.93    79.14    81.59
AUT        2017        83.89    79.28    81.63
AUT        2018        84.00    79.30    81.69
AUT        2019        84.20    79.54    81.91
AUT        2020        83.73    78.93    81.35
AUT        2021        83.74    78.79    81.28
AUT        2022        83.77    79.05    81.43
AUT        2023        84.22    79.44    81.86
BEL        1841        40.36    40.32    40.34
BEL        1842        38.54    38.79    38.67
BEL        1843        40.26    40.50    40.38
BEL        1844        41.75    42.05    41.91
BEL        1845        40.79    41.27    41.05
BEL        1846        38.21    37.48    37.86
BEL        1847        35.84    34.43    35.13
BEL        1848        37.91    38.17    38.05
BEL        1849        34.53    34.49    34.51
BEL        1850        42.13    42.46    42.30
BEL        1851        41.76    42.04    41.91
BEL        1852        41.72    41.89    41.81
BEL        1853        41.35    41.35    41.35
BEL        1854        40.09    39.47    39.78
BEL        1855        37.84    37.09    37.46
BEL        1856        41.14    40.69    40.92
BEL        1857        40.65    40.30    40.48
BEL        1858        40.67    39.70    40.17
BEL        1859        39.49    38.46    38.97
BEL        1860        45.72    44.50    45.10
BEL        1861        41.79    40.74    41.25
BEL        1862        43.62    42.60    43.10
BEL        1863        41.88    40.73    41.29
BEL        1864        40.21    39.41    39.80
BEL        1865        38.39    37.11    37.73
BEL        1866        33.30    31.69    32.47
BEL        1867        44.08    42.06    43.05
BEL        1868        43.53    41.62    42.55
BEL        1869        43.30    41.91    42.59
BEL        1870        41.75    40.14    40.92
BEL        1871        35.22    33.55    34.36
BEL        1872        41.02    39.10    40.04
BEL        1873        44.68    42.38    43.49
BEL        1874        45.82    43.60    44.68
BEL        1875        43.40    41.02    42.17
BEL        1876        44.88    42.54    43.67
BEL        1877        45.75    43.29    44.48
BEL        1878        45.62    42.93    44.23
BEL        1879        45.18    42.57    43.83
BEL        1880        44.01    41.08    42.49
BEL        1881        45.92    43.01    44.42
BEL        1882        47.08    44.12    45.55
BEL        1883        46.45    43.46    44.90
BEL        1884        45.72    42.83    44.23
BEL        1885        46.95    44.08    45.47
BEL        1886        44.92    41.88    43.35
BEL        1887        47.76    44.45    46.05
BEL        1888        46.81    43.15    44.92
BEL        1889        46.79    43.46    45.07
BEL        1890        46.12    42.30    44.14
BEL        1891        45.88    42.33    44.04
BEL        1892        44.82    41.62    43.16
BEL        1893        46.05    42.92    44.44
BEL        1894        48.69    44.73    46.63
BEL        1895        47.23    43.83    45.48
BEL        1896        49.77    46.47    48.07
BEL        1897        50.59    47.19    48.84
BEL        1898        50.04    46.31    48.12
BEL        1899        48.23    44.87    46.50
BEL        1900        48.51    44.98    46.69
BEL        1901        51.21    47.76    49.44
BEL        1902        50.82    47.54    49.14
BEL        1903        51.01    47.56    49.23
BEL        1904        50.84    47.76    49.27
BEL        1905        51.68    48.46    50.03
BEL        1906        51.34    48.07    49.67
BEL        1907        52.78    49.44    51.07
BEL        1908        51.38    48.13    49.72
BEL        1909        52.40    48.99    50.66
BEL        1910        52.99    49.70    51.31
BEL        1911        51.12    47.54    49.28
BEL        1912        54.08    50.50    52.25
BEL        1913        54.37    50.62    52.45
BEL        1914            .        .        .
BEL        1915            .        .        .
BEL        1916            .        .        .
BEL        1917            .        .        .
BEL        1918            .        .        .
BEL        1919        51.08    47.52    49.26
BEL        1920        55.94    52.15    54.01
BEL        1921        56.37    53.00    54.66
BEL        1922        56.87    53.55    55.19
BEL        1923        58.60    54.87    56.70
BEL        1924        59.22    55.63    57.40
BEL        1925        58.95    55.35    57.12
BEL        1926        58.73    55.09    56.88
BEL        1927        58.92    55.36    57.11
BEL        1928        59.33    55.66    57.47
BEL        1929        56.95    53.18    55.02
BEL        1930        59.23    55.07    57.10
BEL        1931        60.48    56.44    58.42
BEL        1932        60.44    56.70    58.54
BEL        1933        60.64    56.79    58.68
BEL        1934        62.32    58.38    60.31
BEL        1935        62.01    57.96    59.94
BEL        1936        62.18    57.73    59.91
BEL        1937        62.07    57.92    59.95
BEL        1938        62.47    57.86    60.11
BEL        1939        62.37    57.86    60.06
BEL        1940        60.73    51.78    55.96
BEL        1941        61.73    55.99    58.74
BEL        1942        61.96    56.46    59.09
BEL        1943        62.91    57.82    60.29
BEL        1944        60.76    53.49    56.94
BEL        1945        61.27    55.56    58.32
BEL        1946        64.82    59.13    61.89
BEL        1947        66.19    60.79    63.42
BEL        1948        67.60    62.34    64.92
BEL        1949        68.06    62.92    65.43
BEL        1950        68.89    63.81    66.30
BEL        1951        69.28    64.29    66.75
BEL        1952        70.46    65.54    67.96
BEL        1953        70.90    65.88    68.35
BEL        1954        71.13    66.11    68.59
BEL        1955        71.24    65.93    68.54
BEL        1956        71.61    66.14    68.84
BEL        1957        71.91    66.55    69.20
BEL        1958        72.58    67.29    69.91
BEL        1959        73.07    67.61    70.31
BEL        1960        72.64    66.71    69.62
BEL        1961        73.53    67.55    70.50
BEL        1962        73.13    67.39    70.23
BEL        1963        73.09    67.09    70.04
BEL        1964        73.79    67.70    70.70
BEL        1965        73.64    67.56    70.55
BEL        1966        73.67    67.67    70.63
BEL        1967        74.08    67.84    70.91
BEL        1968        73.78    67.54    70.61
BEL        1969        73.97    67.49    70.67
BEL        1970        74.14    67.82    70.94
BEL        1971        74.38    67.89    71.09
BEL        1972        74.71    68.20    71.41
BEL        1973        74.92    68.42    71.63
BEL        1974        75.23    68.77    71.97
BEL        1975        75.21    68.78    71.96
BEL        1976        75.41    68.86    72.10
BEL        1977        76.06    69.49    72.76
BEL        1978        76.06    69.39    72.70
BEL        1979        76.52    69.91    73.20
BEL        1980        76.66    69.87    73.24
BEL        1981        77.04    70.28    73.65
BEL        1982        77.16    70.59    73.88
BEL        1983        77.14    70.61    73.88
BEL        1984        77.78    70.95    74.37
BEL        1985        77.87    71.07    74.47
BEL        1986        77.99    71.32    74.67
BEL        1987        78.62    71.91    75.29
BEL        1988        78.91    72.21    75.59
BEL        1989        78.92    72.32    75.65
BEL        1990        79.33    72.70    76.06
BEL        1991        79.47    72.85    76.20
BEL        1992        79.67    72.97    76.36
BEL        1993        79.74    72.94    76.36
BEL        1994        79.99    73.35    76.71
BEL        1995        80.18    73.44    76.84
BEL        1996        80.46    73.83    77.19
BEL        1997        80.55    74.16    77.40
BEL        1998        80.56    74.30    77.47
BEL        1999        80.87    74.37    77.65
BEL        2000        80.89    74.57    77.77
BEL        2001        81.16    74.92    78.08
BEL        2002        81.18    75.08    78.17
BEL        2003        81.19    75.36    78.32
BEL        2004        81.85    75.97    78.96
BEL        2005        81.85    76.14    79.05
BEL        2006        82.14    76.51    79.38
BEL        2007        82.19    76.73    79.52
BEL        2008        82.29    76.77    79.57
BEL        2009        82.42    77.15    79.84
BEL        2010        82.61    77.35    80.03
BEL        2011        82.84    77.75    80.35
BEL        2012        82.80    77.61    80.24
BEL        2013        82.89    77.91    80.44
BEL        2014        83.48    78.53    81.05
BEL        2015        83.12    78.52    80.86
BEL        2016        83.65    78.75    81.23
BEL        2017        83.62    78.96    81.32
BEL        2018        83.65    79.17    81.45
BEL        2019        83.97    79.55    81.80
BEL        2020        83.03    78.50    80.77
BEL        2021        84.00    79.21    81.62
BEL        2022        83.78    79.53    81.68
BEL        2023        84.06    79.97    82.05
BEL        2024        84.34    80.16    82.28
BGR        1947        55.74    52.58    54.14
BGR        1948        57.26    54.43    55.83
BGR        1949        59.69    56.34    57.99
BGR        1950        63.28    59.70    61.47
BGR        1951        62.27    59.13    60.68
BGR        1952        61.08    58.09    59.57
BGR        1953        65.96    62.46    64.18
BGR        1954        66.15    62.66    64.39
BGR        1955        66.55    63.13    64.82
BGR        1956        66.95    63.50    65.21
BGR        1957        68.33    64.87    66.59
BGR        1958        70.41    67.03    68.71
BGR        1959        68.20    65.07    66.63
BGR        1960        70.92    67.45    69.17
BGR        1961        72.07    68.42    70.22
BGR        1962        71.32    67.78    69.53
BGR        1963        72.02    68.68    70.33
BGR        1964        72.94    69.35    71.13
BGR        1965        73.22    69.44    71.30
BGR        1966        73.15    69.34    71.22
BGR        1967        72.55    68.36    70.41
BGR        1968        73.29    69.18    71.20
BGR        1969        72.77    68.28    70.47
BGR        1970        73.50    69.10    71.25
BGR        1971        73.22    68.62    70.85
BGR        1972        73.19    68.65    70.86
BGR        1973        73.73    69.00    71.30
BGR        1974        73.60    68.95    71.21
BGR        1975        73.54    68.62    71.00
BGR        1976        73.88    68.98    71.36
BGR        1977        73.46    68.25    70.77
BGR        1978        73.65    68.75    71.13
BGR        1979        74.01    68.61    71.22
BGR        1980        73.90    68.45    71.08
BGR        1981        74.31    68.82    71.48
BGR        1982        73.95    68.39    71.08
BGR        1983        74.31    68.39    71.24
BGR        1984        74.47    68.44    71.35
BGR        1985        74.25    68.09    71.05
BGR        1986        74.85    68.50    71.55
BGR        1987        74.59    68.33    71.35
BGR        1988        74.76    68.31    71.41
BGR        1989        74.91    68.29    71.48
BGR        1990        74.81    68.08    71.32
BGR        1991        74.51    68.09    71.19
BGR        1992        74.78    67.84    71.18
BGR        1993        75.11    67.57    71.18
BGR        1994        74.81    67.23    70.86
BGR        1995        74.87    67.36    70.96
BGR        1996        74.59    67.35    70.84
BGR        1997        73.91    66.96    70.31
BGR        1998        74.69    67.33    70.87
BGR        1999        75.10    68.20    71.56
BGR        2000        75.01    68.30    71.58
BGR        2001        75.40    68.53    71.88
BGR        2002        75.58    68.83    72.13
BGR        2003        75.98    68.94    72.37
BGR        2004        76.26    69.07    72.58
BGR        2005        76.25    69.05    72.56
BGR        2006        76.30    69.25    72.69
BGR        2007        76.62    69.55    73.01
BGR        2008        76.98    69.84    73.34
BGR        2009        77.33    70.17    73.68
BGR        2010        77.35    70.39    73.81
BGR        2011        77.72    70.73    74.16
BGR        2012        77.87    70.91    74.33
BGR        2013        78.47    71.29    74.82
BGR        2014        77.97    71.07    74.47
BGR        2015        78.13    71.23    74.62
BGR        2016        78.47    71.31    74.83
BGR        2017        78.34    71.37    74.80
BGR        2018        78.49    71.49    74.93
BGR        2019        78.72    71.58    75.09
BGR        2020        77.48    69.99    73.60
BGR        2021        75.10    68.05    71.41
BLR        1959        71.97    65.24    69.06
BLR        1960        74.81    67.92    71.85
BLR        1961        75.56    68.61    72.58
BLR        1962        74.08    67.66    71.32
BLR        1963        74.88    68.16    71.99
BLR        1964        76.67    69.39    73.53
BLR        1965        76.14    68.96    73.04
BLR        1966        76.60    69.16    73.38
BLR        1967        76.36    68.97    73.16
BLR        1968        76.64    68.93    73.26
BLR        1969        76.34    68.51    72.90
BLR        1970        75.96    67.87    72.36
BLR        1971        76.77    68.35    73.02
BLR        1972        76.48    68.10    72.73
BLR        1973        76.44    68.17    72.75
BLR        1974        76.91    68.35    73.07
BLR        1975        76.25    67.15    72.11
BLR        1976        76.25    66.89    71.97
BLR        1977        76.29    66.75    71.91
BLR        1978        76.16    66.58    71.75
BLR        1979        76.06    65.96    71.35
BLR        1980        75.59    65.95    71.10
BLR        1981        76.20    65.94    71.38
BLR        1982        76.17    66.21    71.51
BLR        1983        75.94    66.11    71.33
BLR        1984        75.52    65.41    70.72
BLR        1985        75.26    66.11    70.97
BLR        1986        76.28    67.68    72.31
BLR        1987        76.17    67.58    72.19
BLR        1988        76.11    67.27    71.97
BLR        1989        76.34    66.73    71.76
BLR        1990        75.79    66.24    71.21
BLR        1991        75.45    65.50    70.62
BLR        1992        75.34    64.90    70.21
BLR        1993        74.49    63.73    69.11
BLR        1994        74.36    63.42    68.87
BLR        1995        74.19    62.80    68.43
BLR        1996        74.29    63.04    68.60
BLR        1997        74.19    62.81    68.41
BLR        1998        74.29    62.57    68.30
BLR        1999        73.92    62.19    67.91
BLR        2000        74.66    63.30    68.89
BLR        2001        74.50    62.73    68.46
BLR        2002        74.12    62.18    67.95
BLR        2003        74.67    62.62    68.47
BLR        2004        74.96    63.12    68.89
BLR        2005        75.00    62.76    68.70
BLR        2006        75.44    63.48    69.32
BLR        2007        76.11    64.46    70.22
BLR        2008        76.41    64.55    70.40
BLR        2009        76.36    64.67    70.45
BLR        2010        76.48    64.60    70.45
BLR        2011        76.77    64.71    70.65
BLR        2012        77.68    66.60    72.19
BLR        2013        77.88    67.23    72.65
BLR        2014        78.43    67.81    73.24
BLR        2015        78.87    68.59    73.88
BLR        2016        79.02    68.96    74.15
BLR        2017        79.22    69.27    74.42
BLR        2018        79.40    69.25    74.48
CAN        1921        58.22    56.03    57.10
CAN        1922        58.22    56.00    57.08
CAN        1923        58.07    55.89    56.96
CAN        1924        59.84    57.71    58.75
CAN        1925        60.45    58.11    59.26
CAN        1926        59.14    56.81    57.95
CAN        1927        59.92    57.38    58.61
CAN        1928        59.87    57.32    58.55
CAN        1929        59.24    56.73    57.94
CAN        1930        60.35    57.68    58.96
CAN        1931        61.63    59.01    60.27
CAN        1932        62.52    60.25    61.34
CAN        1933        63.38    61.25    62.28
CAN        1934        63.98    61.40    62.62
CAN        1935        63.71    61.21    62.40
CAN        1936        63.79    61.62    62.65
CAN        1937        62.80    59.90    61.27
CAN        1938        64.89    61.78    63.24
CAN        1939        65.34    62.24    63.70
CAN        1940        65.65    62.38    63.91
CAN        1941        65.70    62.02    63.74
CAN        1942        66.52    62.95    64.61
CAN        1943        66.44    62.93    64.57
CAN        1944        67.02    63.75    65.28
CAN        1945        68.12    64.64    66.26
CAN        1946        68.33    64.73    66.41
CAN        1947        68.96    64.89    66.79
CAN        1948        69.42    65.36    67.25
CAN        1949        69.85    65.63    67.59
CAN        1950        70.58    66.15    68.21
CAN        1951        70.87    66.43    68.51
CAN        1952        71.39    66.33    68.68
CAN        1953        71.80    66.68    69.07
CAN        1954        72.70    67.54    69.94
CAN        1955        72.88    67.51    70.00
CAN        1956        72.82    67.51    69.97
CAN        1957        72.98    67.29    69.92
CAN        1958        73.68    67.90    70.57
CAN        1959        73.65    67.98    70.61
CAN        1960        74.15    68.23    70.98
CAN        1961        74.47    68.40    71.22
CAN        1962        74.44    68.45    71.24
CAN        1963        74.52    68.42    71.27
CAN        1964        75.08    68.63    71.64
CAN        1965        75.15    68.77    71.75
CAN        1966        75.39    68.77    71.87
CAN        1967        75.66    68.93    72.09
CAN        1968        75.79    69.09    72.24
CAN        1969        76.02    69.16    72.40
CAN        1970        76.27    69.33    72.61
CAN        1971        76.65    69.62    72.95
CAN        1972        76.54    69.47    72.83
CAN        1973        76.83    69.67    73.07
CAN        1974        76.90    69.73    73.15
CAN        1975        77.23    70.00    73.45
CAN        1976        77.67    70.38    73.87
CAN        1977        77.96    70.63    74.16
CAN        1978        78.32    70.91    74.48
CAN        1979        78.59    71.31    74.84
CAN        1980        78.72    71.60    75.07
CAN        1981        79.11    72.01    75.48
CAN        1982        79.23    72.29    75.69
CAN        1983        79.55    72.69    76.07
CAN        1984        79.78    73.01    76.36
CAN        1985        79.73    73.03    76.35
CAN        1986        79.79    73.23    76.49
CAN        1987        80.11    73.51    76.80
CAN        1988        80.19    73.57    76.86
CAN        1989        80.39    73.87    77.12
CAN        1990        80.63    74.23    77.43
CAN        1991        80.73    74.44    77.59
CAN        1992        80.98    74.69    77.85
CAN        1993        80.78    74.63    77.72
CAN        1994        80.88    74.87    77.90
CAN        1995        80.97    75.01    78.02
CAN        1996        81.10    75.38    78.27
CAN        1997        81.20    75.66    78.47
CAN        1998        81.36    75.90    78.68
CAN        1999        81.56    76.12    78.88
CAN        2000        81.77    76.58    79.23
CAN        2001        81.94    76.85    79.45
CAN        2002        81.94    77.07    79.57
CAN        2003        82.14    77.21    79.74
CAN        2004        82.36    77.58    80.03
CAN        2005        82.43    77.71    80.13
CAN        2006        82.80    78.15    80.54
CAN        2007        82.80    78.17    80.54
CAN        2008        82.94    78.40    80.73
CAN        2009        83.22    78.78    81.06
CAN        2010        83.45    79.10    81.33
CAN        2011        83.58    79.32    81.50
CAN        2012        83.73    79.54    81.69
CAN        2013        83.78    79.66    81.77
CAN        2014        83.86    79.69    81.82
CAN        2015        83.89    79.81    81.89
CAN        2016        84.03    79.91    82.01
CAN        2017        84.02    79.70    81.88
CAN        2018        83.99    79.76    81.89
CAN        2019        84.36    80.12    82.25
CAN        2020        83.89    79.35    81.61
CAN        2021        83.96    79.14    81.53
CAN        2022        83.46    78.95    81.19
CAN        2023        83.94    79.56    81.75
CHE        1876        41.93    38.53    40.19
CHE        1877        41.52    38.52    39.99
CHE        1878        41.88    39.30    40.57
CHE        1879        43.41    40.29    41.83
CHE        1880        44.02    40.97    42.47
CHE        1881        43.24    40.66    41.94
CHE        1882        44.41    41.67    43.02
CHE        1883        46.05    44.01    45.02
CHE        1884        46.33    43.84    45.07
CHE        1885        45.15    42.71    43.92
CHE        1886        45.92    43.58    44.75
CHE        1887        46.76    44.18    45.46
CHE        1888        47.35    44.69    46.00
CHE        1889        46.28    44.10    45.18
CHE        1890        46.38    43.67    45.01
CHE        1891        46.22    43.43    44.81
CHE        1892        48.61    45.82    47.20
CHE        1893        47.36    44.82    46.08
CHE        1894        47.06    44.65    45.85
CHE        1895        48.41    45.48    46.93
CHE        1896        50.43    47.35    48.87
CHE        1897        50.52    47.69    49.10
CHE        1898        49.87    46.68    48.26
CHE        1899        51.06    47.57    49.31
CHE        1900        48.94    46.26    47.59
CHE        1901        50.62    47.36    48.97
CHE        1902        51.78    49.11    50.44
CHE        1903        51.32    48.83    50.08
CHE        1904        50.45    48.01    49.23
CHE        1905        51.13    48.27    49.69
CHE        1906        52.21    49.30    50.75
CHE        1907        52.74    49.66    51.19
CHE        1908        53.89    50.70    52.29
CHE        1909        53.15    50.16    51.65
CHE        1910        54.64    51.25    52.93
CHE        1911        53.40    50.16    51.77
CHE        1912        56.09    52.73    54.40
CHE        1913        55.96    52.51    54.23
CHE        1914        56.77    53.47    55.11
CHE        1915        57.50    54.33    55.91
CHE        1916        58.09    54.94    56.52
CHE        1917        57.43    54.12    55.77
CHE        1918        48.94    43.76    46.30
CHE        1919        55.91    53.74    54.83
CHE        1920        55.77    53.22    54.50
CHE        1921        59.44    56.10    57.77
CHE        1922        59.67    57.27    58.48
CHE        1923        61.74    58.22    59.98
CHE        1924        61.03    57.89    59.47
CHE        1925        61.40    58.39    59.91
CHE        1926        62.14    59.01    60.59
CHE        1927        61.58    58.57    60.09
CHE        1928        62.19    58.65    60.43
CHE        1929        62.05    58.21    60.14
CHE        1930        63.48    59.30    61.40
CHE        1931        63.03    59.41    61.23
CHE        1932        63.03    59.35    61.20
CHE        1933        64.22    60.48    62.37
CHE        1934        64.90    60.73    62.83
CHE        1935        63.98    60.24    62.13
CHE        1936        65.25    61.00    63.14
CHE        1937        65.41    61.49    63.48
CHE        1938        65.64    61.97    63.83
CHE        1939        66.05    61.86    63.98
CHE        1940        65.68    61.36    63.54
CHE        1941        66.99    62.76    64.91
CHE        1942        67.76    63.42    65.63
CHE        1943        68.02    63.57    65.82
CHE        1944        67.06    62.61    64.86
CHE        1945        67.38    63.31    65.38
CHE        1946        67.79    64.26    66.06
CHE        1947        68.34    64.07    66.23
CHE        1948        69.42    65.13    67.31
CHE        1949        70.04    65.77    67.95
CHE        1950        71.09    66.65    68.91
CHE        1951        70.97    66.34    68.69
CHE        1952        71.85    67.24    69.59
CHE        1953        71.90    67.06    69.52
CHE        1954        72.30    67.58    69.98
CHE        1955        72.35    67.70    70.07
CHE        1956        72.65    67.67    70.20
CHE        1957        73.17    67.84    70.54
CHE        1958        73.95    68.55    71.29
CHE        1959        74.11    68.72    71.45
CHE        1960        74.11    68.65    71.41
CHE        1961        74.58    68.84    71.74
CHE        1962        74.10    68.45    71.30
CHE        1963        74.24    68.30    71.29
CHE        1964        75.11    69.19    72.18
CHE        1965        75.08    69.48    72.32
CHE        1966        75.26    69.57    72.45
CHE        1967        75.72    69.70    72.74
CHE        1968        75.53    69.80    72.70
CHE        1969        75.65    69.72    72.72
CHE        1970        76.16    70.03    73.12
CHE        1971        76.25    70.17    73.24
CHE        1972        76.83    70.63    73.76
CHE        1973        77.05    70.98    74.06
CHE        1974        77.56    71.17    74.40
CHE        1975        78.01    71.50    74.79
CHE        1976        78.14    71.60    74.91
CHE        1977        78.68    71.96    75.36
CHE        1978        78.66    71.89    75.31
CHE        1979        78.79    72.32    75.61
CHE        1980        78.86    72.23    75.59
CHE        1981        79.13    72.42    75.82
CHE        1982        79.44    72.79    76.16
CHE        1983        79.56    72.69    76.16
CHE        1984        80.04    73.35    76.75
CHE        1985        80.16    73.49    76.88
CHE        1986        80.30    73.66    77.04
CHE        1987        80.66    73.90    77.34
CHE        1988        80.73    73.89    77.37
CHE        1989        80.94    74.06    77.56
CHE        1990        80.71    73.95    77.38
CHE        1991        81.09    74.11    77.65
CHE        1992        81.33    74.45    77.95
CHE        1993        81.42    74.90    78.24
CHE        1994        81.70    75.14    78.50
CHE        1995        81.68    75.29    78.57
CHE        1996        81.99    75.93    79.05
CHE        1997        82.03    76.24    79.23
CHE        1998        82.47    76.31    79.48
CHE        1999        82.48    76.78    79.73
CHE        2000        82.56    76.92    79.84
CHE        2001        82.95    77.35    80.25
CHE        2002        82.95    77.73    80.44
CHE        2003        82.98    77.89    80.53
CHE        2004        83.47    78.43    81.05
CHE        2005        83.69    78.58    81.23
CHE        2006        83.84    79.03    81.55
CHE        2007        83.96    79.25    81.70
CHE        2008        84.18    79.57    81.97
CHE        2009        84.18    79.62    81.99
